15,10959.1779,10515.7195,-5130.657,107,
8,10851.7434,10491.9784,-5148.6828,85,
13,10872.719,10509.0534,-5155.9095,86,
17,10871.3506,10507.685,-5155.2253,86,
13,10872.659,10508.9934,-5155.8795,86,
12,10882.4958,10514.9386,-5157.5369,87,
11,10942.4969,10506.4576,-5128.8386,105,
3,11114.9218,10766.9108,-5290.0551,82,
14,10879.0671,10511.5099,-5155.8225,87,
5,10918.6205,10490.0393,-5123.4224,103,
14,10913.0109,10522.2924,-5153.2281,93,
20,10860.7099,10485.3962,-5140.1218,89,
9,10926.876,10524.7002,-5150.3776,96,
16,10925.1756,10489.1364,-5120.178,105,
17,10875.5333,10504.0934,-5150.7946,88,
15,10951.8839,10501.0459,-5120.4879,109,
16,10925.4392,10489.4,-5120.3097,105,
9,10863.936,10508.0802,-5158.0401,84,
13,10910.8131,10516.2663,-5148.8682,94,
17,10885.6698,10506.4913,-5149.3407,90,
